Quality	#1 ID	#2 ID	#1 String	#2 String
0	2029603	2029641	Le programme de la Commission doit être complété par un contrôle renforcé des autorités nationales et des tribunaux des États membres.	The Commission' s programme is to be supplemented by enhanced follow-up supervision of the national authorities and Member States' courts.
0	2375165	2375130	"I will not list all of them, but they include the implementation of cross-sectoral policies, increased efficiency in the use of public funds, assistance to different partners for the joint development of regional or national programming, and so on. The Commission takes note of this, but many of these guidelines or issues are more closely linked to other documents, such as the Guide to the Reform of the Structural Funds or the Methodological Discussion Paper."	"I shall not list them all, but they include implementing intersectoral policies, increasing efficiency in the use of public funds, assisting the various partners in drawing up regional or national programming together, etc. The Commission takes note of these, but several of these guidelines or these questions are related more to other documents, such as the Guide to the Reform of the Structural Funds or the methodological working document."
1	471718	471681	"This Parliament knows how important it is for us to examine the issue of transparency in competition policy, since personally, since the first day I was heard by the Committee on Economic and Monetary Affairs, namely the 1st September."	"This Parliament knows how important we consider the issue of transparency in competition policy, as I, personally, from the very first day I was heard by the Committee on Economic and Monetary Affairs, namely on 1 September."
0	1118216	1118018	"I think we all desperately need this, given the results of the last European elections and the level of participation."	"I believe that is something we are all desperately in need of, bearing in mind the results of the last European elections and of the level of turnout."
1	447053	446966	I deplore it because we have to act because others have not done their job.	I deplore it because we have to act because others have not done their job.
0	297236	297106	"This support must be in line with the objectives of the Union, in particular economic and social cohesion, sustainable development and research."	"This aid must be aligned with the objectives of the Union, particularly economic and social cohesion, sustainable development and research."
1	1279796	1279881	"In our amendments, we have stressed the importance we attach to creating the necessary synergies between the Structural Funds, the Cohesion Fund and the Community, so that their application is translated in the most cost-effective manner. in the gradual elimination of inequalities between regions and in the creation of jobs, which finally corresponds to the two fundamental objectives of the funds of which we speak. "	"In our amendments, we stressed the importance we attach to creating the necessary synergies between the Structural Funds, the Cohesion Fund and Community initiatives, so that their application is best reflected in the most cost-effective way. in the gradual elimination of inequalities between regions and in the creation of jobs, which ultimately corresponds to the two fundamental objectives of the funds we are talking about."
1	501887	501917	You know that there is a roll call or electronic control only if colleagues ask for it.	You know that there is a roll-call or electronic check only if colleagues ask for it.
1	818479	818367	"Nevertheless, what is absolutely essential - and that is why we will vote on point 1 without these recommendations - is that the Parliament clearly indicates to the Commission and to the Council that it intends to put an end, by a clear legal act , the situation has developed."	"Nevertheless, what is absolutely essential - and that is why we will vote on point 1 without these recommendations - is that Parliament clearly signals to the Commission and the Council that it intends to put an end, via a clear legal act, to the situation that has developed."
0	1597901	1597932	"Given the expected accession of many of these countries in the near future, it is urgent to review the existing structural policy. I would like to take this opportunity to follow the example of others and ask the Commission to submit reform proposals as soon as possible. "	"With the planned accession of a large number of these countries in the foreseeable future, it is a matter of urgency to review the current structural policy. I would like to take this opportunity to follow the example of others and call on the Commission to submit proposals for reform sooner rather than later."
0	3391267	3391277	"In fact, the guidelines take into account two horizontal principles. The first concerns rural development. Allow me to say, Mrs Schroedter, that I include in rural development the issue of sustainable transport, an issue to which I have been personally involved for a long time. I particularly remember the weather in my own country. The second principle is equal opportunities, especially between men and women, as well as the European Employment Strategy and the context of the Economic and Monetary Union."	"In fact, the guidelines take two horizontal principles into account. The first is rural development, and let me say, Mrs Schroedter, that I am including in rural development the matter of sustainable transport, an issue I have been involved in personally for a long time.I particularly remember the time when I was Minister for the Environment in my own country. The second principle is that of equal opportunities, particularly for men and women, as well as the European strategy for employment and the context of economic and monetary Union."
0	2581127	2580985	This partial renationalisation of competition policy could result in higher costs for Member States.	This partial renationalisation of competition policy could involve higher costs for Member States.
1	1671941	1671677	It is important to identify the capabilities and potential of our regions in the high tech sector.	It is important to identify the capabilities and potential of our regions in the high technology sector.
1	176905	176931	"The margarine and a few pounds of paint, which did not normally present a risk, caused a real catastrophe."	"The margarine and a few pounds of paint that normally did not pose a risk, caused a real catastrophe."
1	66587	66500	What are the guarantees of reliability?	What are the guarantees of reliability?
0	2373715	2373669	"Mr President, I would like to say a few words in order to highlight two points in these reports which are of fundamental strategic importance for the way we perceive the Union."	"Mr President, I would like to say a few words in order to highlight two points made in these reports which are of fundamental strategic importance to the way we see the Union."
1	1952630	1952428	This debate and the amendment of the current directive allow us to introduce different facts that reflect the diversity of our Europe.	This debate and the amendment of the directive currently in force allow us to introduce differential facts that reflect the diversity of our Europe.
0	1015204	1015140	"Mr President, to begin my speech on the White Paper, I would like to congratulate the rapporteur, Mr von Wogau."	"Mr President, I would like, in beginning my speech regarding the White Paper, to congratulate the rapporteur, Mr von Wogau."
0	2630710	2630750	"In general, the current directives can not be considered as clear or transparent."	"In general, the current guidelines cannot be considered as clear or transparent."
0	34199	34334	"I can only say very briefly that we are actively working with them on a practical level: they are getting ready, they all have competition laws and they are putting in place the appropriate authorities."	"I can only say very briefly, that we are actively working with them on a practical level: they are making preparations, they now all have competition laws and are setting up the relevant authorities."
1	2711479	2711576	We Socialists reject this liberal angelism.	We socialists reject this liberal angelism.
1	2691267	2691047	"Madam Rapporteur, ladies and gentlemen, everyone understands the reasons, the deadlines - I will come back to this point - and whatever the delays or delays, because we are now discussing this report. considers, on behalf of the Commission, that the time has come for the 2000-2006 guidelines because the time has come for the new regional programming. "	"Everyone understands, Madam Rapporteur, ladies and gentlemen, the reasons, the deadlines - I will come back to this in a moment - and whatever these delays or delays, since it is now that we are discussing this report. considers, on behalf of the Commission, that it comes at the right time, with regard to the 2000-2006 guidelines, since it is at this moment that we are starting the new regional programming."
0	20391	20375	"However, I believe that we should be a little more concerned about the direction and the concrete results of the Community's regional policy."	"However, I feel that we should be a little more concerned about the actual direction and outcome of the Community' s regional policy."
1	1117441	1117426	"Madam Speaker, it is a point of order."	"Madam President, this is a point of order."
0	1171539	1171897	"Mr President, year after year, we learn, mainly in the European Court of Auditors' test reports, that the EU budget is losing money because of crimes ranging from waste to fraud, to by mismanagement and irregularities."	"Mr President, year after year we learn, mainly from the European Court of Auditors' test reports, that money is lost to the budget of the European Union on account of misdemeanours ranging from wastage, mismanagement, and irregularities to suspected blatant fraud."
1	2277428	2277502	"It concerns the ""recognition of own resources"" of their ""making available"" or ""checking"" of the amounts of established entitlements made available to the Commission."	"It is concerned with the ""accounting for own resources"" of their ""making available"" or ""checking"" of the amounts of established entitlements placed at the disposal of the Commission."
1	699979	700005	"The OLAF Supervisory Committee, set up at the same time as OLAF, is required to guarantee the independence of OLAF but can not, however, exercise the control activities mentioned in the report on OLAF acts. internal instructions of OLAF. "	"The OLAF Supervisory Committee, set up at the same time as OLAF, has the duty to guarantee the independence of OLAF but can not, however, exercise the control activity mentioned in the report on the acts of OLAF. internal OLAF instructions."
1	218937	219056	We must take this responsibility seriously.	We must take this responsibility seriously.
1	1589333	1589356	(Parliament adopts the resolution)	(Parliament adopts the resolution)
1	453448	453574	We really should not be content to change European law in the direction of greater security.	We really should not be content with changing European law towards greater security.
1	2327949	2327686	How is it that we have never evacuated the buildings of the Parliament of Brussels and Strasbourg?	How is it that we have never done an evacuation exercise in the buildings of the Parliament of Brussels and Strasbourg?
0	1052580	1052778	"It is certainly high time that not only the Member States, but also this toothless tiger, known as the International Maritime Organization, and last but not least, the oil companies and tanker owners shoulder their responsibilities in putting an end to these tragedies. ecological and human. repeats itself year after year."	"Surely it is now about time that not only the Member States but that toothless tiger that is known as the International Maritime Organisation, and last but not least, the oil companies and tanker owners take on their responsibilities by acting to stop these ecological and human tragedies repeating themselves year after year."
1	1953249	1953229	"We must therefore keep in mind these words of the French writer Vivienne Forestier who, describing the state of the world, speaks of ""terror of the economy""."	"We must therefore have in mind these words of the French writer Vivienne Forestier who, describing the state of the world, speaks of ""terror of the economy""."
0	700005	699929	"They simply address the important issue of assessing the progress made on verifiable objectives that are fully in line with the strategies pursued in EU policies, and they do not pay enough attention to the implications of 'enlargement. so that they do not contain specific provisions or clarifications concerning regional and national authorities, or candidate countries."	"They merely touch on the - nevertheless important - issue of the possibility of assessing the progress made in relation to verifiable objectives which are completely consonant with the strategies followed in Community policies, and they do not pay enough attention to the implications of enlargement, so much so that they do not contain specific provisions or clarifications as regards either regional and national authorities, or candidate countries."
0	4177	4083	"President Duisenberg has even tried to attribute the weakness, the quite relative weakness of the euro against the dollar, to this state interventionism."	"President Duisenberg even attempted to attribute the weakness, the entirely relative weakness of the euro in relation to the dollar to this state interventionism."
1	1088211	1088238	We all know that in 1995 it was agreed that better protection of the financial interests of the European Union should be ensured.	We all know that in 1995 it was agreed that better protection of the financial interests of the European Union should be ensured.
1	2636441	2636304	"Finally, with regard to the principle of subsidiarity, I would like to say that it is essential that the Member States can continue to allow regions and municipalities to levy taxes and that this area is not uniformly regulated by Europe."	"Finally, on the principle of subsidiarity, I would like to say that I consider it essential that the Member States can continue to allow regions and municipalities to levy taxes and that this area is not uniformly regulated by Europe."
1	336701	336413	The report was an opportunity for an interesting debate on Community regional policy in general.	The report was an opportunity to have an interesting debate on Community regional policy in general.
0	2733687	2733747	"Through his leadership, Commissioner Monti achieves good results, like his predecessor. It has clearly established a guarantee which, together with the creation and development of the European internal market, has been able to put in place the corresponding corrective measures. The market economy within the Union can work properly, without the distortions which, as we know, can occur during the enlargement of the market, as has been the case in the European Union since 1993."	"Through his management, Commissioner Monti achieves good results, as did his predecessor and, clearly, he has established a guarantee which, in parallel with the creation and development of the European internal market, has been capable of establishing the corresponding corrective measures so that the market economy within the Union may work adequately, without the distortions which we economists know may arise when the market is enlarged, as has happened in the European Union since 1993."
0	2196784	2196874	"However, the practical administration of the Steel Aid Code in recent years has clearly presented problems that have not been fully explained in the report."	"However, there were obviously problems with the practical administration of the steel aid code over the past few years that were not brought fully to bear in the report."
1	3446378	3446258	We are faced with very serious episodes that seemed to be a custom in the past.	We are facing very serious episodes that seemed to be a custom in the past.
1	1081979	1081950	"I look forward to the results of the eighth report for which the planned dates are as follows: service development, now in January, and adopted by the Commission in March 2000, to see if the latest trends will be confirmed."	"I look forward to the results of the eighth report for which the planned dates are as follows: service development, now in January, and adopted by the Commission in March 2000, to see if the latest trends will be confirmed."
1	1868599	1868648	"Admittedly, Mr Evans, legal certainty is - I am the first to recognize - essential for companies and not only for the legal professions which play a very important role in the construction of Europe."	"Admittedly, Mr Evans, legal certainty is - I am the first to admit - essential for companies and not only for the legal professions which play a very important role in favor of the construction of Europe."
0	3301558	3301460	The arrangements for the exercise of these implementing powers conferred on the Commission were redefined in the Council Decision of June 1999.	The procedures for the exercise of these implementing powers conferred on the Commission were laid down afresh in the Council Decision of June 1999.
1	1907358	1907308	"Therefore, Mr President, I ask my distinguished colleagues to endorse this report and the Commission, like other colleagues, to bear in mind the conclusions of its sixth report. periodical for the 2000-2006 programming period. "	"Therefore, Mr President, I ask my distinguished colleagues to endorse this report and I ask the Commission, as have other colleagues, that it does not lose sight of the conclusions of its sixth report. periodical for 2000-2006 programming."
0	2051903	2052013	"Thank you very much, Mr. Cox."	"Thank you very much, Mr Cox."
0	650292	650062	"Mr President, rapporteur, restoring the trust of citizens in the work of the European institutions and in European politics is one of the most important tasks we have before us."	"Mr President, rapporteur, restoring the confidence of the citizens in the work of the European institutions and in European politics is one of the most important tasks we have before us."
1	2732028	2731959	"In this area, one region has tried to market its own products."	"In this area, one region has tried to market its own products."
1	3083157	3083264	"Likewise, the Commission, through MM. Barnier and Vitorino, as well as some Member States, strongly support it.   "	"Likewise, the Commission, through MM. Barnier and Vitorino, as well as some Member States, are strongly in favor."
0	1101304	1101205	"And finally, there are cross-border aspects. I will strive to respect your recommendations on all these points. "	"And finally, there are the cross-border aspects. I shall endeavour to comply with your recommendations on all these points."
1	2791603	2791653	It remains excluded from influencing justice in the Member States.	It remains excluded from influencing justice in the Member States.
0	1530188	1530311	Competition should create a balance between supply and demand and should allow an optimal allocation of economic resources and facts.	Competition should bring about balance in supply and demand and should provide for the optimum distribution of economic resources and facts.
0	2793362	2793469	That is why the Commission decided to lodge a complaint against these two banks at its last meeting and I hope that Parliament will approve this measure.	"This is why the Commission resolved on raising a complaint against these two banks at its last meeting, and I hope that Parliament approves this step."
0	1325624	1325693	"Let us not forget that more attention should be given to isolated islands and regions of the European Union, as their geographical location is an obstacle to their economic and social development unless the Commission hears of course build bridges or underwater tunnels connecting them. on the European continent."	"Let us not forget either that greater consideration should be given to the islands and remote regions of the European Union because their geographical location is a hindrance to their economic and social development, unless of course the Commission is intending to build bridges or underwater tunnels linking them to the European mainland."
1	2775364	2775332	I wondered if it was the right procedure.	I wondered if it was the correct procedure.
1	583888	583563	One can also wonder if this is possible only without modification of the treaty.	One may also wonder if this is only possible without modification of the Treaty.
0	2876850	2876936	"For example, the state guarantees on which the Commission has just made its position must certainly be regarded as State aid, but in my opinion it constitutes a better option than granting aid directly to companies."	"For example, state guarantees, on which the Commission has just publicised its position, must naturally be considered state aid, but they are, in my opinion, a better option than granting aid directly to companies."
1	1220667	1220799	The Leader III program is to be implemented later this year.	The Leader III program is to be implemented later this year.
1	18800	18720	"We are gradually getting, sector by sector, that the Member States apply common minimum rules."	We are gradually getting sector by sector that Member States apply common minimum rules.
1	872797	872880	"From all this, we consider that the competition policy implemented is responsible and we express our total opposition to this policy."	"From all of this, we hold the competition policy implemented as responsible, and we express our total opposition to it."
0	964055	963933	"This report is essentially a primitive text with no inspiration other than the law of the jungle, because it is not competition that can solve the problems facing humanity at the beginning of this century."	"This report is essentially a primitive text with no inspiration other than the law of the jungle, for it is not competition that can solve the problems facing humanity at this turn of the century."
1	1027885	1028037	"In any case, this question does not appear for the moment among the emergency requests for next Thursday."	"In any case, this question does not appear for the moment among the requests for urgency for next Thursday."
1	173780	173843	You will be satisfied on this point because all the countries concerned by Objective 2 will be zoned.	"So, you will be satisfied on this point, since all the countries concerned by Objective 2 will be zoned."
1	3046152	3046307	I find that it is not acceptable.	I find that it is not acceptable.
0	760511	760819	"Mr President, first of all I would like to thank the rapporteur, particularly for his willingness to include in the report the suggestions we have made."	"Mr President, first of all I would like to thank the rapporteur, not least for being willing to include in the report the suggestions we made."
1	1091300	1091577	"Mr President, I will speak on behalf of the EPP, but also as an elected Breton, directly concerned and shocked by these events."	"Mr President, I will speak on behalf of the EPP but also as a Breton elected, directly concerned and shocked by these events."
1	1219440	1219610	"(Parliament rejected the request with 164 votes in favor, 166 votes against and 7 abstentions.)"	"(Parliament rejected the request with 164 votes in favor, 166 votes against and 7 abstentions)"
0	2054927	2054997	I would like to hear what Commissioner Monti has to say about this.	I would like to hear what Commissioner Monti has to say about that.
1	31856	31914	"Last year's figures show, for example, that the total value of mergers within the European area amounted to EUR 1 400 billion, seven times more than the merger activity recorded in Europe during from the previous merger summit in 1990."	"Last year's figures show, for example, that the total value of mergers within the European area amounted to € 1.4 trillion, seven times more than the merger activity recorded in Europe in during the previous merger peak in 1990."
0	486095	486254	But let us stop to consider the circumstances in which this debate is taking place and the conclusions to which it should lead us.	But let us stop to consider the circumstances in which this debate is taking place and the conclusions to which it should bring us.
1	2175862	2175765	"This issue, which has repercussions on their daily lives, occupies a key position from the point of view of the credibility of the European Union."	"This issue, which has repercussions on their daily lives, occupies a key position from the point of view of the credibility of the European Union."
1	2784892	2784625	"Knowing that, throughout Europe, the declared goal of all politicians is the reduction of unemployment, we must ask ourselves whether the policy applied is the right one or whether it would not be more judicious to strengthen the regions' competitiveness. through appropriate measures such as increased promotion of research and development, improvement of infrastructure and increased level of training. "	"Knowing that across Europe, the declared goal of all politicians is the reduction of unemployment, we must ask ourselves if the policy applied is the right one or if it would not be more judicious to strengthen the competitiveness of regions by appropriate measures such as increased promotion of research and development, improvement of infrastructure and increased level of training."
0	1892192	1892109	"Madam President, in the previous vote - and I will respect your decision on this - on the issue of the strategic plan of the Commission, I have indicated that I would like to speak before the vote on behalf of my group."	"Madam President, in the earlier vote - and I will abide by your ruling on this matter - on the question of the strategic plan of the Commission I indicated that I would like to speak in advance of the vote on behalf of my Group."
0	1680556	1680381	The press and television have told you that there have been several bombings and murders in Sri Lanka.	You will be aware from the press and television that there have been a number of bomb explosions and killings in Sri Lanka.
0	3444074	3444041	Much remains to be done in this area.	So a great deal has to be done in this area.
1	1596241	1596217	"Secondly, Regulation No 17/62 must be repealed and replaced by a new regulation."	"Secondly, Regulation No 17/62 must be repealed and replaced by a new regulation."
0	2677365	2677297	"Competition policy has, to the extent that these resources permit, contributed to this event."	"The competition policy has, as far as these resources permitted, contributed to this event."
1	1039562	1039677	We meet in Parliament to debate an umpteenth maritime disaster.	We meet again in Parliament to debate an umpteenth maritime disaster.
1	113471	113543	"We call on the Commission's report for 1999, which has not yet been drafted, to demonstrate in detail the active role it plays in the preparation of the restructuring plans and the authorization of the derogations, and to proceed in this way. adequate assessment of the overall context on this basis."	"We call for the Commission 's report for 1999, which is yet to be drafted, to demonstrate in detail the active role it plays in the preparation of restructuring plans and the authorization of derogations, and in doing so, to make an adequate assessment of the general context on this basis."
0	987465	987205	Il n'y avait pas de majorité pour cela à l'époque.	There was no majority for this at the time.
1	702543	702500	"This is why I hope that the next state aid report will include an assessment of the impact of these aids on employment, as well as on the sectors of industry and craft in the beneficiary countries. ."	"This is why I hope that the next state aid report will include an assessment of the effect of these aids on employment, as well as on the sectors of industry and craft in the beneficiary countries."
1	1980565	1980620	(Parliament adopts the resolution)	(Parliament adopts the resolution)
0	1147489	1147306	I think that this work has been done extremely well.	I think that this work has been carried out extremely well.
1	1303403	1303367	"Let me remind you that the Court of Justice decided this question, as you know better than me, in 1982. This case law remains valid and there is no reason to question it."	"Let me just remind you that the Court of Justice decided this question, as you know better than me, in 1982. This case law remains valid and there is no reason to question it."
1	1346614	1346703	"18 million unemployed, 50 million poor in the European Union, yet one of the richest regions in the world: it is the result of this competition that the European institutions intend to promote."	"18 million unemployed, 50 million poor in the European Union, yet one of the richest regions in the world: this is the result of this competition that the European institutions intend to promote."
0	1852136	1852279	"In view of the above, in accordance with the decision on Guidelines 97/99 (Howitts report), the Commission should have consulted Parliament in due time. In fact, he found some kind of convenient excuse in shortening the programming phase in the Member States and published the guidelines in July 1999, even before the new Parliament took office, preventing it thus to have no influence on the current content of the directives. "	"In view of this, in accordance with the decision on the 97/99 guidelines (Howitts report), the Commission should have consulted Parliament in time. In fact, it found a sort of convenient excuse in the shortening of the programming stage in the Member States, and it published the guidelines back in July 1999, even before the new Parliament had taken up its legislative duties, thereby preventing Parliament itself from having any influence on the current content of the guidelines."
0	289121	289153	"Mr President, Commissioner, I would like to thank Mrs Schroedter for an excellent report. She has gone into the issue in the past, and she has gone into this issue."	"Mr President, Commissioner, I would like to thank Mrs Schroedter for an excellent report. She has gone into the issue in some depth and in the committee debate she took account of many of the amendments that have been tabled regarding this report."
1	3015067	3015139	The European Commission ends up being overburdened by the continuation of the current policy.	The European Commission ends up being overburdened by pursuing the current policy.
0	1600904	1601015	The new model being tested by the Commission should not lead to an outright nationalization process that would undermine the established competition policy.	The new model now being tested by the Commission ought not to lead to a process of nationalisation pure and simple which would undermine the established competition policy.
0	1650194	1650317	This statement in your report must be put in the context of last spring's negotiations.	This claim that your report makes must be seen in the context of last spring' s negotiations.
1	968428	968105	"In application of the principle of competition, the regulation has developed Articles 85 to 94, the competition policy itself, the review of all State aid and tax provisions that could distort competition."	"In application of the principle of competition, the regulation has developed Articles 85 to 94, competition policy itself, the revision of all state aid and tax provisions that could distort competition."
1	2430761	2430727	I would like to mention a few specific points.	I would like to mention a few specific points.
0	1712258	1712278	"So far, however, the European institutions have not had sufficient means to take strong action in this area, to ensure that implementation actually takes place and that problems are solved."	"So far, however, the European institutions have not had sufficient means at their disposal to take vigorous action here, to ensure that implementation actually takes place and that matters are remedied."
0	2543134	2543228	"The reason for this decrease is unfair competition from South Korea and Taiwan, in the case of steel, because of their different working conditions and conditions of assistance."	"The reason for this decrease is unfair competition from South Korea and Taiwan, in the case of steel, as a result of their different working conditions and conditions governing aid."
0	749739	749633	"There is one thing, however, that I would like to clarify. Parliament is a legislative body, but having only the right to consult on competition law is truly scandalous. "	"There is one thing I would like to make quite clear though. Parliament is a legislative body, but the fact that we have no more than the right of consultation in matters of competition law, of all things, is truly scandalous."
1	1039560	1039675	We do not know what's going on.	We do not know what's going on.
0	422010	421935	"That being so, allow me to come to the proposals made in the report."	"This being the case, let me now come to the proposals made in the report."
0	747200	747455	Focusing on the exclusion of a supply and demand oriented economic policy is not the answer.	Concentrating to the exclusion of all else on supply and demand-orientated economic policy is not the answer.
1	3083629	3083709	"To conclude, I would say that in this respect, we should take America as a model, where the ardor at work is always fashionable and where success is a mark of competence and not a source of envy, such as is often the case Europe _."	"To conclude, I would say that in this respect we should take a model on America, where the ardor at work is always fashionable and where success is the mark of competence and not a source of envy, such as it is often the case here in Europe."
0	1503208	1503173	Two of the amendments tabled and unanimously adopted by the committee deal specifically with this modified comitology procedure.	Two of the amendments tabled and adopted unanimously by the committee relate precisely to this amended comitology procedure.
1	2600535	2600404	"In Lapland too, people are in favor of the European Union, so think of them."	"In Lapland too, people are in favor of the European Union, so think of them."
0	1220096	1220233	"Toutefois, nous discutons également du rapport sur l'aide publié aujourd'hui et du rapport général sur la concurrence de 1998, et ma contribution à ce débat commun porte sur ce dernier."	"However, we are also discussing the aid report today and the general competition report for 1998, and my contribution to this joint debate relates to the latter."
0	2222984	2223085	"A free and open market can only exist through competition, with clear and uniform rules."	"A free and open market can only exist by the grace of competition, marked by clear, uniform rules."
0	1591358	1591381	It may therefore also be necessary to analyze the EU's own regulations.	The EU' s own regulations too may therefore need to be analysed.
0	1414845	1415072	"Indeed, it is unthinkable that we could put in place substantive and procedural legal rules only for one sector - that of the protection of financial interests - without having first created a European legal system."	"Indeed, it is unthinkable that we could put in place substantial and procedural legal regulations solely for one sector - that of the protection of financial interests - without first having created a European legal system."
1	2067846	2068336	"This support must be adapted to the objectives of the Union, in particular economic and social cohesion, sustainable development and research."	"This support must be geared to the objectives of the Union, in particular economic and social cohesion, sustainable development and research."
0	2576446	2576544	We should not be late in the day in the unfortunate position where either institution creates an unnecessary divide in institutional relations.	We should not find ourselves late in the day in the unfortunate position where the one or other institution creates an unnecessary fracture in institutional relationships.
1	481931	481974	"I will give you the latest examples of which we have been acquainted: Holzmann, a company which receives considerable aid from the German Government, sawmills located in former East Germany, and in particular aid to shipyards."	"I will give you the latest examples of which we have been aware: Holzmann, a company which receives considerable help from the German Government, sawmills in the former East Germany, and especially the help given to the shipyards."
0	296513	296504	The vote will take place tomorrow at 12 noon.	The vote will take place tomorrow at 12 p.m.
0	2527646	2527796	"We note firstly that the Committee considers that the data, as presented in the Commission's annual report, are too aggregated to allow a thorough assessment of a legitimate and sensitive State aid policy. national specificities. compliance with the rules of competition, in accordance with the very terms of the Treaty."	"We note, first of all, that the committee considers the data, as presented in the Commission' s annual report, to be in too aggregated a form to enable an in-depth evaluation of state aid policy which is simultaneously legitimate, sensitive to national interests and extensive in terms of compliance with the rules of competition, pursuant to the actual terms of the Treaty."
1	1836650	1836640	"The standards imposed for this purpose in another directive, 95/35 / EC, seem adequate enough to inform people in a responsible manner for the organization of the transport of dangerous goods."	"The standards imposed for this purpose in another directive, 95/35 / EC, seem adequate enough to inform people in a responsible way of organizing the transport of dangerous goods."
0	2947222	2947126	"The European Commission is convinced that legislation in all parts of the Union will almost always be interpreted in the same way. This is what we call in Catholic circles ""reckless"", which is not allowed. ."	"The European Commission' s belief that, in all quarters of the Union, legislation will, almost as a matter of course, be interpreted in the same way, is what, within catholic circles, we term ""foolhardy,"" and this is not allowed."
1	670897	670580	"Nevertheless, we need greater transparency in competition policy."	"Nevertheless, we need greater transparency in competition policy."
1	684499	684698	I think it's a very good job.	I think it's a very good job.
0	1014730	1014699	"Monsieur le Président, je voudrais commencer par féliciter Mme Theato pour son rapport."	"Mr President, I would like to start by congratulating Mrs Theato on her report."
1	969585	969381	The application and application of the guidelines can not be left to the personal interpretation of any officer of the Commission or the public service.	The implementation and operation of the guidelines can not be left to the personal interpretation of any officer of the Commission or the public service.
1	2465550	2465322	"It is no longer enough to present your project and wait for permission, it is up to everyone to assume their responsibilities, which may explain why some are embarrassed by this proposal."	"It is no longer enough to present your project and wait for the authorization, everyone must now assume its responsibilities, which may explain why some are embarrassed by this proposal."
0	102054	101828	"What is done can be very important, but it is still not enough."	"What is being done may well be very important, but it is still not sufficient."
0	3399091	3399055	"This situation shows that it would be a mistake to leave the adoption of employment promotion measures to the exclusive internal control of the Member States, as proposed in the report."	"This situation shows that it would be a mistake to leave adopting measures for promoting employment to the exclusive internal control of the Member States, which is what the report proposes."
0	903478	903424	"Mr President, Parliament has for years been calling for specific and uniform protection of the criminal law of the Union's financial interests."	"Mr President, for years, Parliament has called for specific and uniform protection under criminal law of the Union' s financial interests."
0	62773	62675	Is not that so painful for some Socialist MEPs in the European Parliament?	"Is this not, indeed, what is so distressing to some Socialist Members of the European Parliament?"
0	3118767	3118719	"As regards the future provisions on aid to the steel sector, which will enter into force in July 2002, we will ensure that the discipline remains strict and the industry itself now agrees."	"In respect of future provisions on aid for the steel sector, which will come into force in July 2002, we will ensure that strict discipline continues to be applied, and the industry itself now agrees on the need for this."
0	1934584	1934599	This will provide an opportunity to establish new principles or to return to the more radical changes that have been discussed.	This will provide the opportunity to establish new principles or to return to the more radical changes which have been discussed.
0	849568	849504	"This does not only mean administrative changes, but also structural changes; In other words, we need to create instruments that can protect the criminal law. "	This does not just mean administrative changes but also structural changes; in other words we must create instruments which are actually capable of affording protection under criminal law.
1	2052090	2052224	We regret that the British figures have somehow masked the Welsh figures.	"We regret that, in a way, the British figures have masked the Welsh figures."
1	1723511	1723320	We can be proud of the existence of a culture of European competition to effectively impose the social market economy.	We can be proud of the existence of a European competition culture in order to effectively impose the social market economy.
1	749931	749592	"The white paper and the report are the beginning of an indispensable process of reflection, discussion and reform, as many of our questions, particularly those of the judges, the Member States and the SMEs concerned, still need to be cloudy."	"The White Paper and the report are contributions to the beginning of an indispensable process of reflection, discussion and reform because many of our questions, many of the questions of the judges, the Member States and especially the SMEs concerned, still need to be cloudy."
0	1380626	1381239	"I would now like to respond briefly to some of your comments, ladies and gentlemen, and first of all to the procedure."	"I should now like to respond briefly to a few of the comments you have made, ladies and gentlemen, and firstly on procedure."
0	1154059	1154148	"Eighteen million unemployed people and 50 million poor people in the European Union, although it is one of the richest regions in the world: these are the results of this competition that the European institutions intend to promote."	"Eighteen million unemployed and 50 million poor people within the European Union, despite its being one of the wealthiest regions in the world: these are the results of this competition which the European institutions intend to promote."
1	610817	610914	"Madam Rapporteur, you have rightly pointed out that while it is primarily up to the Member States and the regions to define their own development priorities, the co-financing of programs by our European Union also demands that it be justified. take into account   the   Community priorities as discussed and approved here, in order to promote this Community dimension of economic and social cohesion on which many of you have strongly insisted.        "	"Madam Rapporteur, you have rightly pointed out that, while it is mainly the responsibility of the Member States and the regions to define their own development priorities, the co-financing of programs by our European Union requires that it also be justified. take into account Community priorities as discussed and approved here, in order to promote this Community dimension of economic and social cohesion that many of you have strongly emphasized."
1	1382183	1381827	"I would like to add, Madam President, that, on the Commission's side, we are ready and willing to organize this debate whenever you wish, that we are ready to develop it this week, as it was decided at the beginning, by based on the fact that it had been presented the day before in a speech to the parliamentary groups."	"I would like to add, Madam President, that, on the side of the Commission, we are ready and willing to organize this debate when it suits you, that we were ready to develop it this week, as had been decided at the beginning, by based on the fact that it was presented the day before in a speech to the parliamentary groups."
0	2143010	2143038	"I actually quoted the text itself, in quotation marks."	"I actually quoted the text itself, in quotation marks."
